Location,Sex,Age,Mean/Expected_Mortality,Mortality,Excess_mortality,STANDARD_DEVIATION,Z-Score(95%),SIGNIFICANT,Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Targovishte,Female,(10-14),1.0,0,-1.0,0.7,-1.3,Not Significant,1.5,-0.5,2.5,-100.0,0.0,1.0 (±1.5),-1.0 (±1.5),-100.0% (±0.0%)
Targovishte,Female,(15-19),0.4,0,-0.4,1.8,-0.2,Not Significant,3.6,-3.2,4.0,-100.0,0.0,0.4 (±3.6),-0.4 (±3.6),-100.0% (±0.0%)
Targovishte,Female,(20-24),0.2,1,0.8,2.0,0.4,Not Significant,3.9,-3.7,4.1,400.0,475.6,0.2 (±3.9),0.8 (±3.9),400.0% (±475.6%)
Targovishte,Female,(25-29),-1.4,3,4.4,1.9,2.3,Significant Increase,3.7,-5.1,2.3,-314.3,-344.7,-1.4 (±3.7),4.4 (±3.7),-314.3% (±-344.7%)
Targovishte,Female,(30-34),4.2,3,-1.2,2.6,-0.5,Not Significant,5.2,-1.0,9.4,-28.6,39.5,4.2 (±5.2),-1.2 (±5.2),-28.6% (±39.5%)
Targovishte,Female,(35-39),5.0,5,-0.0,4.2,-0.0,Not Significant,8.3,-3.3,13.3,-0.0,62.4,5.0 (±8.3),-0.0 (±8.3),-0.0% (±62.4%)
Targovishte,Female,(40-44),10.4,9,-1.4,4.7,-0.3,Not Significant,9.3,1.1,19.7,-13.5,40.8,10.4 (±9.3),-1.4 (±9.3),-13.5% (±40.8%)
Targovishte,Female,(45-49),15.2,12,-3.2,6.6,-0.5,Not Significant,12.9,2.3,28.1,-21.1,36.2,15.2 (±12.9),-3.2 (±12.9),-21.1% (±36.2%)
Targovishte,Female,(5-9),-0.2,1,1.2,1.7,0.7,Not Significant,3.3,-3.5,3.1,-600.0,-532.3,-0.2 (±3.3),1.2 (±3.3),-600.0% (±-532.3%)
Targovishte,Female,(50-54),20.4,31,10.6,6.9,1.5,Not Significant,13.5,6.9,33.9,52.0,60.6,20.4 (±13.5),10.6 (±13.5),52.0% (±60.6%)
Targovishte,Female,(55-59),42.4,49,6.6,9.2,0.7,Not Significant,18.1,24.3,60.5,15.6,34.6,42.4 (±18.1),6.6 (±18.1),15.6% (±34.6%)
Targovishte,Female,(60-64),42.8,88,45.2,10.8,4.2,Significant Increase,21.2,21.6,64.0,105.6,68.1,42.8 (±21.2),45.2 (±21.2),105.6% (±68.1%)
Targovishte,Female,(65-69),90.4,106,15.6,15.3,1.0,Not Significant,30.0,60.4,120.4,17.3,29.3,90.4 (±30.0),15.6 (±30.0),17.3% (±29.3%)
Targovishte,Female,(70-74),118.2,191,72.8,15.6,4.7,Significant Increase,30.6,87.6,148.8,61.6,33.2,118.2 (±30.6),72.8 (±30.6),61.6% (±33.2%)
Targovishte,Female,(75-79),162.0,205,43.0,19.7,2.2,Significant Increase,38.7,123.3,200.7,26.5,24.4,162.0 (±38.7),43.0 (±38.7),26.5% (±24.4%)
Targovishte,Female,(80-84),164.8,258,93.2,24.7,3.8,Significant Increase,48.5,116.3,213.3,56.6,35.6,164.8 (±48.5),93.2 (±48.5),56.6% (±35.6%)
Targovishte,Female,(85-89),190.0,196,6.0,20.6,0.3,Not Significant,40.4,149.6,230.4,3.2,18.1,190.0 (±40.4),6.0 (±40.4),3.2% (±18.1%)
Targovishte,Female,(90+),98.8,116,17.2,16.9,1.0,Not Significant,33.2,65.6,132.0,17.4,29.5,98.8 (±33.2),17.2 (±33.2),17.4% (±29.5%)
Targovishte,Male,(0-4),8.4,3,-5.4,3.8,-1.4,Not Significant,7.5,0.9,15.9,-64.3,16.8,8.4 (±7.5),-5.4 (±7.5),-64.3% (±16.8%)
Targovishte,Male,(10-14),0.4,1,0.6,1.1,0.6,Not Significant,2.1,-1.7,2.5,150.0,210.0,0.4 (±2.1),0.6 (±2.1),150.0% (±210.0%)
Targovishte,Male,(15-19),3.8,1,-2.8,2.0,-1.4,Not Significant,3.9,-0.1,7.7,-73.7,13.3,3.8 (±3.9),-2.8 (±3.9),-73.7% (±13.3%)
Targovishte,Male,(20-24),1.0,0,-1.0,2.5,-0.4,Not Significant,4.9,-3.9,5.9,-100.0,0.0,1.0 (±4.9),-1.0 (±4.9),-100.0% (±0.0%)
Targovishte,Male,(25-29),4.6,2,-2.6,3.2,-0.8,Not Significant,6.2,-1.6,10.8,-56.5,25.0,4.6 (±6.2),-2.6 (±6.2),-56.5% (±25.0%)
Targovishte,Male,(30-34),2.8,7,4.2,3.2,1.3,Not Significant,6.3,-3.5,9.1,150.0,173.1,2.8 (±6.3),4.2 (±6.3),150.0% (±173.1%)
Targovishte,Male,(35-39),9.6,8,-1.6,5.3,-0.3,Not Significant,10.4,-0.8,20.0,-16.7,43.3,9.6 (±10.4),-1.6 (±10.4),-16.7% (±43.3%)
Targovishte,Male,(40-44),20.4,18,-2.4,6.2,-0.4,Not Significant,12.1,8.3,32.5,-11.8,32.8,20.4 (±12.1),-2.4 (±12.1),-11.8% (±32.8%)
Targovishte,Male,(45-49),23.0,30,7.0,7.4,0.9,Not Significant,14.6,8.4,37.6,30.4,50.6,23.0 (±14.6),7.0 (±14.6),30.4% (±50.6%)
Targovishte,Male,(5-9),3.6,1,-2.6,2.1,-1.2,Not Significant,4.1,-0.5,7.7,-72.2,14.8,3.6 (±4.1),-2.6 (±4.1),-72.2% (±14.8%)
Targovishte,Male,(50-54),47.4,66,18.6,10.7,1.7,Not Significant,21.0,26.4,68.4,39.2,42.7,47.4 (±21.0),18.6 (±21.0),39.2% (±42.7%)
Targovishte,Male,(55-59),67.6,92,24.4,13.9,1.8,Not Significant,27.3,40.3,94.9,36.1,39.2,67.6 (±27.3),24.4 (±27.3),36.1% (±39.2%)
Targovishte,Male,(60-64),87.4,142,54.6,17.6,3.1,Significant Increase,34.5,52.9,121.9,62.5,46.0,87.4 (±34.5),54.6 (±34.5),62.5% (±46.0%)
Targovishte,Male,(65-69),83.2,194,110.8,19.6,5.7,Significant Increase,38.4,44.8,121.6,133.2,73.7,83.2 (±38.4),110.8 (±38.4),133.2% (±73.7%)
Targovishte,Male,(70-74),142.6,230,87.4,18.7,4.7,Significant Increase,36.6,106.0,179.2,61.3,33.0,142.6 (±36.6),87.4 (±36.6),61.3% (±33.0%)
Targovishte,Male,(75-79),117.6,222,104.4,20.4,5.1,Significant Increase,40.0,77.6,157.6,88.8,47.9,117.6 (±40.0),104.4 (±40.0),88.8% (±47.9%)
Targovishte,Male,(80-84),150.0,184,34.0,20.0,1.7,Not Significant,39.3,110.7,189.3,22.7,25.5,150.0 (±39.3),34.0 (±39.3),22.7% (±25.5%)
Targovishte,Male,(85-89),113.0,140,27.0,17.6,1.5,Not Significant,34.4,78.6,147.4,23.9,28.9,113.0 (±34.4),27.0 (±34.4),23.9% (±28.9%)
Targovishte,Male,(90+),33.8,58,24.2,12.7,1.9,Not Significant,24.8,9.0,58.6,71.6,72.6,33.8 (±24.8),24.2 (±24.8),71.6% (±72.6%)
Targovishte,Total,(0-4),11.6,7,-4.6,4.9,-0.9,Not Significant,9.6,2.0,21.2,-39.7,27.3,11.6 (±9.6),-4.6 (±9.6),-39.7% (±27.3%)
Targovishte,Total,(10-14),1.4,1,-0.4,1.3,-0.3,Not Significant,2.5,-1.1,3.9,-28.6,45.8,1.4 (±2.5),-0.4 (±2.5),-28.6% (±45.8%)
Targovishte,Total,(15-19),4.2,1,-3.2,2.7,-1.2,Not Significant,5.3,-1.1,9.5,-76.2,13.3,4.2 (±5.3),-3.2 (±5.3),-76.2% (±13.3%)
Targovishte,Total,(20-24),1.2,1,-0.2,3.3,-0.1,Not Significant,6.5,-5.3,7.7,-16.7,70.3,1.2 (±6.5),-0.2 (±6.5),-16.7% (±70.3%)
Targovishte,Total,(25-29),3.2,5,1.8,3.6,0.5,Not Significant,7.0,-3.8,10.2,56.3,107.3,3.2 (±7.0),1.8 (±7.0),56.3% (±107.3%)
Targovishte,Total,(30-34),7.0,10,3.0,4.4,0.7,Not Significant,8.6,-1.6,15.6,42.9,78.8,7.0 (±8.6),3.0 (±8.6),42.9% (±78.8%)
Targovishte,Total,(35-39),14.6,13,-1.6,7.0,-0.2,Not Significant,13.8,0.8,28.4,-11.0,43.2,14.6 (±13.8),-1.6 (±13.8),-11.0% (±43.2%)
Targovishte,Total,(40-44),30.8,27,-3.8,7.4,-0.5,Not Significant,14.5,16.3,45.3,-12.3,28.1,30.8 (±14.5),-3.8 (±14.5),-12.3% (±28.1%)
Targovishte,Total,(45-49),38.2,42,3.8,10.1,0.4,Not Significant,19.8,18.4,58.0,9.9,37.5,38.2 (±19.8),3.8 (±19.8),9.9% (±37.5%)
Targovishte,Total,(5-9),3.4,2,-1.4,2.7,-0.5,Not Significant,5.3,-1.9,8.7,-41.2,35.8,3.4 (±5.3),-1.4 (±5.3),-41.2% (±35.8%)
Targovishte,Total,(50-54),67.8,97,29.2,13.3,2.2,Significant Increase,26.0,41.8,93.8,43.1,39.7,67.8 (±26.0),29.2 (±26.0),43.1% (±39.7%)
Targovishte,Total,(55-59),110.0,141,31.0,16.7,1.9,Not Significant,32.7,77.3,142.7,28.2,29.4,110.0 (±32.7),31.0 (±32.7),28.2% (±29.4%)
Targovishte,Total,(60-64),130.2,230,99.8,20.8,4.8,Significant Increase,40.7,89.5,170.9,76.7,42.1,130.2 (±40.7),99.8 (±40.7),76.7% (±42.1%)
Targovishte,Total,(65-69),173.6,300,126.4,24.9,5.1,Significant Increase,48.8,124.8,222.4,72.8,37.9,173.6 (±48.8),126.4 (±48.8),72.8% (±37.9%)
Targovishte,Total,(70-74),260.8,421,160.2,23.1,6.9,Significant Increase,45.3,215.5,306.1,61.4,23.9,260.8 (±45.3),160.2 (±45.3),61.4% (±23.9%)
Targovishte,Total,(75-79),279.6,427,147.4,28.4,5.2,Significant Increase,55.7,223.9,335.3,52.7,25.4,279.6 (±55.7),147.4 (±55.7),52.7% (±25.4%)
Targovishte,Total,(80-84),314.8,442,127.2,30.6,4.2,Significant Increase,60.0,254.8,374.8,40.4,22.5,314.8 (±60.0),127.2 (±60.0),40.4% (±22.5%)
Targovishte,Total,(85-89),303.0,336,33.0,28.5,1.2,Not Significant,55.9,247.1,358.9,10.9,17.3,303.0 (±55.9),33.0 (±55.9),10.9% (±17.3%)
Targovishte,Total,(90+),132.6,174,41.4,22.0,1.9,Not Significant,43.1,89.5,175.7,31.2,32.2,132.6 (±43.1),41.4 (±43.1),31.2% (±32.2%)
Varna,Female,(0-4),16.4,11,-5.4,7.1,-0.8,Not Significant,13.9,2.5,30.3,-32.9,30.8,16.4 (±13.9),-5.4 (±13.9),-32.9% (±30.8%)
Varna,Female,(10-14),0.2,1,0.8,2.0,0.4,Not Significant,3.9,-3.7,4.1,400.0,475.6,0.2 (±3.9),0.8 (±3.9),400.0% (±475.6%)
Varna,Female,(15-19),1.0,1,-0.0,2.1,-0.0,Not Significant,4.2,-3.2,5.2,-0.0,80.8,1.0 (±4.2),-0.0 (±4.2),-0.0% (±80.8%)
Varna,Female,(20-24),3.0,2,-1.0,3.4,-0.3,Not Significant,6.6,-3.6,9.6,-33.3,45.9,3.0 (±6.6),-1.0 (±6.6),-33.3% (±45.9%)
Varna,Female,(25-29),3.0,5,2.0,3.3,0.6,Not Significant,6.5,-3.5,9.5,66.7,114.1,3.0 (±6.5),2.0 (±6.5),66.7% (±114.1%)
Varna,Female,(30-34),4.0,11,7.0,4.3,1.6,Not Significant,8.5,-4.5,12.5,175.0,187.0,4.0 (±8.5),7.0 (±8.5),175.0% (±187.0%)
Varna,Female,(35-39),12.2,17,4.8,6.4,0.7,Not Significant,12.6,-0.4,24.8,39.3,70.8,12.2 (±12.6),4.8 (±12.6),39.3% (±70.8%)
Varna,Female,(40-44),37.2,38,0.8,8.7,0.1,Not Significant,17.0,20.2,54.2,2.2,32.1,37.2 (±17.0),0.8 (±17.0),2.2% (±32.1%)
Varna,Female,(45-49),28.8,56,27.2,11.2,2.4,Significant Increase,21.9,6.9,50.7,94.4,83.9,28.8 (±21.9),27.2 (±21.9),94.4% (±83.9%)
Varna,Female,(5-9),5.2,2,-3.2,2.6,-1.2,Not Significant,5.1,0.1,10.3,-61.5,19.1,5.2 (±5.1),-3.2 (±5.1),-61.5% (±19.1%)
Varna,Female,(50-54),55.6,89,33.4,12.5,2.7,Significant Increase,24.5,31.1,80.1,60.1,49.0,55.6 (±24.5),33.4 (±24.5),60.1% (±49.0%)
Varna,Female,(55-59),93.0,152,59.0,15.6,3.8,Significant Increase,30.7,62.3,123.7,63.4,40.5,93.0 (±30.7),59.0 (±30.7),63.4% (±40.5%)
Varna,Female,(60-64),162.0,250,88.0,22.2,4.0,Significant Increase,43.5,118.5,205.5,54.3,32.6,162.0 (±43.5),88.0 (±43.5),54.3% (±32.6%)
Varna,Female,(65-69),249.0,359,110.0,25.1,4.4,Significant Increase,49.2,199.8,298.2,44.2,23.8,249.0 (±49.2),110.0 (±49.2),44.2% (±23.8%)
Varna,Female,(70-74),300.8,534,233.2,29.3,7.9,Significant Increase,57.5,243.3,358.3,77.5,28.5,300.8 (±57.5),233.2 (±57.5),77.5% (±28.5%)
Varna,Female,(75-79),369.4,649,279.6,34.2,8.2,Significant Increase,66.9,302.5,436.3,75.7,26.9,369.4 (±66.9),279.6 (±66.9),75.7% (±26.9%)
Varna,Female,(80-84),534.0,713,179.0,43.7,4.1,Significant Increase,85.6,448.4,619.6,33.5,18.4,534.0 (±85.6),179.0 (±85.6),33.5% (±18.4%)
Varna,Female,(85-89),668.6,846,177.4,42.4,4.2,Significant Increase,83.1,585.5,751.7,26.5,14.0,668.6 (±83.1),177.4 (±83.1),26.5% (±14.0%)
Varna,Female,(90+),411.2,471,59.8,31.8,1.9,Not Significant,62.3,348.9,473.5,14.5,15.0,411.2 (±62.3),59.8 (±62.3),14.5% (±15.0%)
Varna,Male,(0-4),12.8,12,-0.8,6.0,-0.1,Not Significant,11.8,1.0,24.6,-6.2,45.0,12.8 (±11.8),-0.8 (±11.8),-6.2% (±45.0%)
Varna,Male,(10-14),3.6,2,-1.6,3.0,-0.5,Not Significant,5.8,-2.2,9.4,-44.4,34.3,3.6 (±5.8),-1.6 (±5.8),-44.4% (±34.3%)
Varna,Male,(15-19),4.4,8,3.6,4.1,0.9,Not Significant,8.0,-3.6,12.4,81.8,117.3,4.4 (±8.0),3.6 (±8.0),81.8% (±117.3%)
Varna,Male,(20-24),7.0,10,3.0,4.8,0.6,Not Significant,9.3,-2.3,16.3,42.9,81.6,7.0 (±9.3),3.0 (±9.3),42.9% (±81.6%)
Varna,Male,(25-29),9.8,17,7.2,6.6,1.1,Not Significant,12.9,-3.1,22.7,73.5,98.6,9.8 (±12.9),7.2 (±12.9),73.5% (±98.6%)
Varna,Male,(30-34),21.0,42,21.0,8.0,2.6,Significant Increase,15.8,5.2,36.8,100.0,85.9,21.0 (±15.8),21.0 (±15.8),100.0% (±85.9%)
Varna,Male,(35-39),33.4,51,17.6,10.5,1.7,Not Significant,20.5,12.9,53.9,52.7,58.1,33.4 (±20.5),17.6 (±20.5),52.7% (±58.1%)
Varna,Male,(40-44),39.0,57,18.0,12.3,1.5,Not Significant,24.1,14.9,63.1,46.2,55.9,39.0 (±24.1),18.0 (±24.1),46.2% (±55.9%)
Varna,Male,(45-49),87.2,150,62.8,16.4,3.8,Significant Increase,32.1,55.1,119.3,72.0,46.3,87.2 (±32.1),62.8 (±32.1),72.0% (±46.3%)
Varna,Male,(5-9),-0.4,1,1.4,2.5,0.6,Not Significant,5.0,-5.4,4.6,-350.0,-271.7,-0.4 (±5.0),1.4 (±5.0),-350.0% (±-271.7%)
Varna,Male,(50-54),139.6,230,90.4,19.3,4.7,Significant Increase,37.8,101.8,177.4,64.8,35.1,139.6 (±37.8),90.4 (±37.8),64.8% (±35.1%)
Varna,Male,(55-59),222.0,263,41.0,26.2,1.6,Not Significant,51.4,170.6,273.4,18.5,22.3,222.0 (±51.4),41.0 (±51.4),18.5% (±22.3%)
Varna,Male,(60-64),295.0,412,117.0,28.9,4.1,Significant Increase,56.6,238.4,351.6,39.7,22.5,295.0 (±56.6),117.0 (±56.6),39.7% (±22.5%)
Varna,Male,(65-69),416.8,536,119.2,34.3,3.5,Significant Increase,67.2,349.6,484.0,28.6,17.9,416.8 (±67.2),119.2 (±67.2),28.6% (±17.9%)
Varna,Male,(70-74),537.0,681,144.0,37.9,3.8,Significant Increase,74.3,462.7,611.3,26.8,15.4,537.0 (±74.3),144.0 (±74.3),26.8% (±15.4%)
Varna,Male,(75-79),398.8,688,289.2,36.1,8.0,Significant Increase,70.8,328.0,469.6,72.5,26.0,398.8 (±70.8),289.2 (±70.8),72.5% (±26.0%)
Varna,Male,(80-84),409.2,600,190.8,34.8,5.5,Significant Increase,68.2,341.0,477.4,46.6,20.9,409.2 (±68.2),190.8 (±68.2),46.6% (±20.9%)
Varna,Male,(85-89),395.0,427,32.0,34.5,0.9,Not Significant,67.7,327.3,462.7,8.1,15.8,395.0 (±67.7),32.0 (±67.7),8.1% (±15.8%)
Varna,Male,(90+),194.4,258,63.6,22.1,2.9,Significant Increase,43.4,151.0,237.8,32.7,24.2,194.4 (±43.4),63.6 (±43.4),32.7% (±24.2%)
Varna,Total,(0-4),29.2,23,-6.2,9.1,-0.7,Not Significant,17.8,11.4,47.0,-21.2,29.9,29.2 (±17.8),-6.2 (±17.8),-21.2% (±29.9%)
Varna,Total,(10-14),3.8,3,-0.8,3.5,-0.2,Not Significant,6.8,-3.0,10.6,-21.1,50.6,3.8 (±6.8),-0.8 (±6.8),-21.1% (±50.6%)
Varna,Total,(15-19),5.4,9,3.6,4.6,0.8,Not Significant,9.0,-3.6,14.4,66.7,104.2,5.4 (±9.0),3.6 (±9.0),66.7% (±104.2%)
Varna,Total,(20-24),10.0,12,2.0,6.0,0.3,Not Significant,11.8,-1.8,21.8,20.0,65.0,10.0 (±11.8),2.0 (±11.8),20.0% (±65.0%)
Varna,Total,(25-29),12.8,22,9.2,7.4,1.2,Not Significant,14.6,-1.8,27.4,71.9,91.6,12.8 (±14.6),9.2 (±14.6),71.9% (±91.6%)
Varna,Total,(30-34),25.0,53,28.0,9.4,3.0,Significant Increase,18.3,6.7,43.3,112.0,89.6,25.0 (±18.3),28.0 (±18.3),112.0% (±89.6%)
Varna,Total,(35-39),45.6,68,22.4,12.1,1.9,Not Significant,23.6,22.0,69.2,49.1,50.8,45.6 (±23.6),22.4 (±23.6),49.1% (±50.8%)
Varna,Total,(40-44),76.2,95,18.8,15.1,1.2,Not Significant,29.7,46.5,105.9,24.7,35.0,76.2 (±29.7),18.8 (±29.7),24.7% (±35.0%)
Varna,Total,(45-49),116.0,206,90.0,19.3,4.7,Significant Increase,37.8,78.2,153.8,77.6,43.7,116.0 (±37.8),90.0 (±37.8),77.6% (±43.7%)
Varna,Total,(5-9),4.8,3,-1.8,3.9,-0.5,Not Significant,7.6,-2.8,12.4,-37.5,38.3,4.8 (±7.6),-1.8 (±7.6),-37.5% (±38.3%)
Varna,Total,(50-54),195.2,319,123.8,22.0,5.6,Significant Increase,43.1,152.1,238.3,63.4,29.5,195.2 (±43.1),123.8 (±43.1),63.4% (±29.5%)
Varna,Total,(55-59),315.0,415,100.0,29.8,3.4,Significant Increase,58.5,256.5,373.5,31.7,20.6,315.0 (±58.5),100.0 (±58.5),31.7% (±20.6%)
Varna,Total,(60-64),457.0,662,205.0,38.9,5.3,Significant Increase,76.2,380.8,533.2,44.9,20.7,457.0 (±76.2),205.0 (±76.2),44.9% (±20.7%)
Varna,Total,(65-69),665.8,895,229.2,43.6,5.3,Significant Increase,85.5,580.3,751.3,34.4,15.3,665.8 (±85.5),229.2 (±85.5),34.4% (±15.3%)
Varna,Total,(70-74),837.8,1215,377.2,49.1,7.7,Significant Increase,96.2,741.6,934.0,45.0,14.9,837.8 (±96.2),377.2 (±96.2),45.0% (±14.9%)
Varna,Total,(75-79),768.2,1337,568.8,48.8,11.7,Significant Increase,95.7,672.5,863.9,74.0,19.2,768.2 (±95.7),568.8 (±95.7),74.0% (±19.2%)
Varna,Total,(80-84),943.2,1313,369.8,56.3,6.6,Significant Increase,110.4,832.8,1053.6,39.2,14.6,943.2 (±110.4),369.8 (±110.4),39.2% (±14.6%)
Varna,Total,(85-89),1063.6,1273,209.4,52.9,4.0,Significant Increase,103.7,959.9,1167.3,19.7,10.6,1063.6 (±103.7),209.4 (±103.7),19.7% (±10.6%)
Varna,Total,(90+),605.6,729,123.4,41.3,3.0,Significant Increase,81.0,524.6,686.6,20.4,14.2,605.6 (±81.0),123.4 (±81.0),20.4% (±14.2%)
Veliko Tarnovo,Female,(0-4),7.8,2,-5.8,4.4,-1.3,Not Significant,8.6,-0.8,16.4,-74.4,13.4,7.8 (±8.6),-5.8 (±8.6),-74.4% (±13.4%)
Veliko Tarnovo,Female,(10-14),-1.4,0,1.4,1.7,0.8,Not Significant,3.3,-4.7,1.9,-100.0,0.0,-1.4 (±3.3),1.4 (±3.3),-100.0% (±0.0%)
Veliko Tarnovo,Female,(15-19),2.6,2,-0.6,1.7,-0.4,Not Significant,3.3,-0.7,5.9,-23.1,43.0,2.6 (±3.3),-0.6 (±3.3),-23.1% (±43.0%)
Veliko Tarnovo,Female,(20-24),-1.8,4,5.8,2.7,2.2,Significant Increase,5.2,-7.0,3.4,-322.2,-339.8,-1.8 (±5.2),5.8 (±5.2),-322.2% (±-339.8%)
Veliko Tarnovo,Female,(25-29),2.0,4,2.0,3.9,0.5,Not Significant,7.6,-5.6,9.6,100.0,158.3,2.0 (±7.6),2.0 (±7.6),100.0% (±158.3%)
Veliko Tarnovo,Female,(30-34),-0.6,12,12.6,3.6,3.5,Significant Increase,7.1,-7.7,6.5,-2100.0,-2184.6,-0.6 (±7.1),12.6 (±7.1),-2100.0% (±-2184.6%)
Veliko Tarnovo,Female,(35-39),9.6,10,0.4,5.0,0.1,Not Significant,9.7,-0.1,19.3,4.2,52.4,9.6 (±9.7),0.4 (±9.7),4.2% (±52.4%)
Veliko Tarnovo,Female,(40-44),13.6,19,5.4,6.9,0.8,Not Significant,13.4,0.2,27.0,39.7,69.3,13.6 (±13.4),5.4 (±13.4),39.7% (±69.3%)
Veliko Tarnovo,Female,(45-49),26.8,33,6.2,8.1,0.8,Not Significant,16.0,10.8,42.8,23.1,46.0,26.8 (±16.0),6.2 (±16.0),23.1% (±46.0%)
Veliko Tarnovo,Female,(5-9),1.2,1,-0.2,1.1,-0.2,Not Significant,2.1,-0.9,3.3,-16.7,53.0,1.2 (±2.1),-0.2 (±2.1),-16.7% (±53.0%)
Veliko Tarnovo,Female,(50-54),37.4,59,21.6,10.5,2.1,Significant Increase,20.5,16.9,57.9,57.8,55.9,37.4 (±20.5),21.6 (±20.5),57.8% (±55.9%)
Veliko Tarnovo,Female,(55-59),56.0,73,17.0,13.4,1.3,Not Significant,26.3,29.7,82.3,30.4,41.7,56.0 (±26.3),17.0 (±26.3),30.4% (±41.7%)
Veliko Tarnovo,Female,(60-64),96.4,132,35.6,16.0,2.2,Significant Increase,31.3,65.1,127.7,36.9,33.5,96.4 (±31.3),35.6 (±31.3),36.9% (±33.5%)
Veliko Tarnovo,Female,(65-69),174.6,242,67.4,21.1,3.2,Significant Increase,41.4,133.2,216.0,38.6,26.6,174.6 (±41.4),67.4 (±41.4),38.6% (±26.6%)
Veliko Tarnovo,Female,(70-74),236.6,372,135.4,25.3,5.4,Significant Increase,49.5,187.1,286.1,57.2,27.2,236.6 (±49.5),135.4 (±49.5),57.2% (±27.2%)
Veliko Tarnovo,Female,(75-79),297.4,474,176.6,27.5,6.4,Significant Increase,53.9,243.5,351.3,59.4,24.5,297.4 (±53.9),176.6 (±53.9),59.4% (±24.5%)
Veliko Tarnovo,Female,(80-84),375.0,511,136.0,37.1,3.7,Significant Increase,72.8,302.2,447.8,36.3,22.2,375.0 (±72.8),136.0 (±72.8),36.3% (±22.2%)
Veliko Tarnovo,Female,(85-89),492.2,531,38.8,34.9,1.1,Not Significant,68.4,423.8,560.6,7.9,13.2,492.2 (±68.4),38.8 (±68.4),7.9% (±13.2%)
Veliko Tarnovo,Female,(90+),269.0,296,27.0,26.4,1.0,Not Significant,51.8,217.2,320.8,10.0,17.7,269.0 (±51.8),27.0 (±51.8),10.0% (±17.7%)
Veliko Tarnovo,Male,(0-4),-1.6,8,9.6,5.4,1.8,Not Significant,10.7,-12.3,9.1,-600.0,-587.9,-1.6 (±10.7),9.6 (±10.7),-600.0% (±-587.9%)
Veliko Tarnovo,Male,(10-14),2.0,2,-0.0,2.1,-0.0,Not Significant,4.2,-2.2,6.2,-0.0,67.7,2.0 (±4.2),-0.0 (±4.2),-0.0% (±67.7%)
Veliko Tarnovo,Male,(15-19),2.4,5,2.6,3.1,0.8,Not Significant,6.1,-3.7,8.5,108.3,149.5,2.4 (±6.1),2.6 (±6.1),108.3% (±149.5%)
Veliko Tarnovo,Male,(20-24),2.8,7,4.2,3.6,1.2,Not Significant,7.0,-4.2,9.8,150.0,178.6,2.8 (±7.0),4.2 (±7.0),150.0% (±178.6%)
Veliko Tarnovo,Male,(25-29),7.2,16,8.8,4.5,1.9,Not Significant,8.9,-1.7,16.1,122.2,122.8,7.2 (±8.9),8.8 (±8.9),122.2% (±122.8%)
Veliko Tarnovo,Male,(30-34),9.2,14,4.8,4.6,1.0,Not Significant,9.0,0.2,18.2,52.2,75.3,9.2 (±9.0),4.8 (±9.0),52.2% (±75.3%)
Veliko Tarnovo,Male,(35-39),6.8,25,18.2,6.9,2.6,Significant Increase,13.5,-6.7,20.3,267.6,244.4,6.8 (±13.5),18.2 (±13.5),267.6% (±244.4%)
Veliko Tarnovo,Male,(40-44),26.6,35,8.4,8.6,1.0,Not Significant,16.8,9.8,43.4,31.6,51.0,26.6 (±16.8),8.4 (±16.8),31.6% (±51.0%)
Veliko Tarnovo,Male,(45-49),53.0,66,13.0,11.9,1.1,Not Significant,23.3,29.7,76.3,24.5,38.0,53.0 (±23.3),13.0 (±23.3),24.5% (±38.0%)
Veliko Tarnovo,Male,(5-9),1.4,0,-1.4,1.3,-1.1,Not Significant,2.5,-1.1,3.9,-100.0,0.0,1.4 (±2.5),-1.4 (±2.5),-100.0% (±0.0%)
Veliko Tarnovo,Male,(50-54),67.6,102,34.4,14.3,2.4,Significant Increase,28.1,39.5,95.7,50.9,44.3,67.6 (±28.1),34.4 (±28.1),50.9% (±44.3%)
Veliko Tarnovo,Male,(55-59),138.2,142,3.8,20.0,0.2,Not Significant,39.2,99.0,177.4,2.7,22.7,138.2 (±39.2),3.8 (±39.2),2.7% (±22.7%)
Veliko Tarnovo,Male,(60-64),179.4,292,112.6,24.1,4.7,Significant Increase,47.2,132.2,226.6,62.8,33.9,179.4 (±47.2),112.6 (±47.2),62.8% (±33.9%)
Veliko Tarnovo,Male,(65-69),269.8,392,122.2,29.7,4.1,Significant Increase,58.2,211.6,328.0,45.3,25.8,269.8 (±58.2),122.2 (±58.2),45.3% (±25.8%)
Veliko Tarnovo,Male,(70-74),380.2,503,122.8,30.1,4.1,Significant Increase,59.0,321.2,439.2,32.3,17.8,380.2 (±59.0),122.8 (±59.0),32.3% (±17.8%)
Veliko Tarnovo,Male,(75-79),302.0,479,177.0,29.9,5.9,Significant Increase,58.7,243.3,360.7,58.6,25.8,302.0 (±58.7),177.0 (±58.7),58.6% (±25.8%)
Veliko Tarnovo,Male,(80-84),225.2,384,158.8,27.7,5.7,Significant Increase,54.3,170.9,279.5,70.5,33.1,225.2 (±54.3),158.8 (±54.3),70.5% (±33.1%)
